,song_id,title,song_hotness,duration,key,loudness,mode,tempo,artist,artist_hotness
23,SOIDSPL12AB0182DF0,Up Above My Head,,146.80771,9,-7.386,0,80.893,Sister Rosetta Tharpe & Marie,0.36035044785399334
24,SOPVMQT12A679C8040,Columbia,,324.80608,2,-7.588,1,100.146,Oasis,0.5533936630558898
25,SOIAZJL12A6D4F854E,Radar For Love,0.5384224029706356,241.08363,9,-8.021,1,99.761,Kiss,0.5867299132778079
26,SOCPFDY12AB018300D,Antarctica Starts Here,,199.96689,5,-20.172,1,110.1,John Cale,0.48165586241245567
27,SOVOTBC12A6D4F696A,Out In The Street (Live) (2008 Digital Remaster),,314.17424,2,-6.763,1,131.5,UFO,0.4533990832902461
28,SOOQCOC12A8C132A5A,Heavy On My Mind (Album Version),0.6248335335556564,319.84281,3,-4.325,0,92.971,Back Door Slam,0.411545813621729
29,SOQYSAU12AB018263A,Everyone make love,,234.762,10,-5.976,0,93.715,Cool cavemen,0.22879205843535128
30,SOKLGLN12A8C13D204,Calm Da Seas,0.42744657148843085,258.16771,11,-5.193,1,117.936,Dave Hollister,0.45966046322159376
31,SOMMPRY12A8C131C5C,Ran Kan Kan,0.2652136277654528,191.63383,7,-5.648,1,78.843,Nestor Torres,0.3531562974667231
32,SORDYIS12A6D4F64EC,I Found You,,207.35955,1,-16.489,1,121.896,The Impressions,0.4102474074764877
33,SOFIYUN12AB0184842,Afraid Of Change (Tribal Vocal Mix),,401.24036,10,-7.327,0,0.0,Casa Bulga,0.0
34,SOIHVVZ12A8C138E9D,Grow Up_ Grow Old,0.3347065490692206,283.79383,0,-7.961,1,107.183,Debbie Davies,0.3431334973952383
35,SOJIRAY12A8C141F8B,Walk Away From Love,0.26355950970100545,260.51873,10,-10.646,1,105.863,Willie Clayton,0.37455792647989944
36,SOMGMSS12A8C13492A,Rainbow Country (Red Gold And Green Version),,258.29832,8,-5.308,0,152.99,Bob Marley & The Wailers,0.570106511951141
37,SOMAFQT12A8AE47E8D,Strange Things,0.0,158.1971,7,-6.712,1,104.465,Tanto Metro & Devonte,0.33672684140890796
38,SOSNDGZ12AB017D82F,Screamin' & Hollerin' The Blues,0.3347065490692206,208.84853,3,-9.186,1,111.523,Alvin Youngblood Hart,0.34843419690439803
39,SOOOCMS12A8C1413F3,Dholna Dholna,,376.16281,7,-12.746,1,151.983,Naseebo Lal,0.0
40,SOHJXBB12A8C1437B7,Parchman Farm,,461.71383,1,-9.989,0,138.512,Hot Tuna,0.40517835890761195
41,SOIKPOX12A58A7BA0B,A Lo Clasico,0.48711219486346274,235.15383,4,-4.13,0,91.026,Daddy Yankee,0.562506672288816
42,SONTYQS12AB017F461,Zhi Xiang Ni hui Yi,,424.82893,7,-15.198,1,124.984,Hacken Lee,0.34197680383144013
43,SOVZOZW12AB018881A,Amaze,0.0,216.39791,1,-6.895,1,159.943,Jimmy Riley,0.299705214086752
44,SOYMQQN12A58A7D293,Radio Rape,0.2884816426560289,219.01016,4,-7.687,1,134.985,The Cortinas,0.36951156516797784
45,SOKRTAB12A8C1371C9,Ain't No Game,0.5675917250423912,295.1571,11,-7.687,1,88.12,Masta Ace Incorporated,0.3920757801423852
46,SOMZNFA12A6D4F8A2A,Cavaleiro De Aruanda,,157.72689,2,-8.151,1,144.581,Jongo Trio,0.20639450482725655
47,SOIGFAH12A8AE4697D,TELL ME WHY,,221.90975,7,-7.398,1,152.172,George Nooks,0.3395324203493744
48,SOGLXHC12A58A7C184,Czwarty,,310.9873,2,-5.941,1,87.512,Energy,0.4174057975201058
49,SOSMUXL12A8C136808,Washington Post (1998 Digital Remaster),,151.17016,5,-15.019,1,124.056,Felix Slatkin/Concert Arts Symphonic Band,0.2916990799372148
50,SOYBJJE12A8C13CC79,No Pienses Asi,,266.50077,10,-17.886,0,153.309,Eddie Palmieri,0.368446211679491
51,SOQKFHB12AB0186B13,Cavalleria Rusticana,0.5040343408054411,199.8624,5,-21.82,1,131.281,William Orbit,0.42495308411251165
52,SOYPBEP12A8AE4853A,Forever,,389.25016,11,-2.991,1,85.322,Chris Brown,0.830356766356765
53,SOAGBQA12AB0180400,Amor a Medias,0.5763999812554107,253.90975,9,-5.548,1,136.945,HA-ASH,0.38791159898405514
54,SOSQIHH12A8C13370B,15 Step,0.476435219642529,237.21751,1,-7.057,1,188.91,Radiohead,0.683658060202375
55,SOIFGXP12AB0182AE8,I Love Your Way,0.0,238.15791,9,-5.85,1,86.481,Kashief Lindo,0.32981032859254966
56,SOGHPNO12A582A2482,Lookin' For Me Somewhere,0.2998774882739778,186.20036,7,-13.845,1,156.285,BoDeans,0.4059673692017926
57,SOHKLCA12A8C1414AB,Raise Your Hands,,311.27465,1,-4.857,1,139.95,Bon Jovi,0.7188914556702095
58,SODOBCV12A8C135BB3,Rainbow Dance,0.0,182.36036,3,-31.391,0,154.731,John Tchicai,0.281396284444565
59,SOESBTV12A8C1407EB,Champagne & Reefer,0.5367888864406624,286.58893,9,-4.627,1,97.265,Bongzilla,0.4460715844124553
60,SOEKXKK12A8C1367A0,No More Doggin',0.42744657148843085,180.40118,0,-12.931,1,63.255,Otis Spann,0.36868937254805195
61,SOCOSSE12AB01828C7,I Need a Veggie,0.3231121208952123,228.30975,0,-9.603,1,131.297,John Holt,0.42479123557056614
62,SORXMMR12A6D4FBCF7,Get Happy,0.21204540548371908,126.53669,5,-8.515,1,92.591,Danny Wilson,0.36290298564883927
63,SONWNRW12AB018290A,I'll Wait for You Dear,,150.9873,9,-16.627,1,102.707,Al Dexter,0.30760066407570574
64,SORKWDV12A8C13B43B,From Afar (Album Version),0.6853511176163042,324.23138,4,-9.057,0,87.899,Van Halen,0.5799889824287546
65,SOSFURN12A58A7AC5F,Cry For Love,0.0,216.81587,1,-10.336,0,137.425,Capleton,0.41005362267597006
66,SOBOJXY12A6D4F79A0,Uncle B.S. - 1963,0.0,100.67546,5,-12.36,1,88.576,Tim Wilson,0.3499126116745628
67,SOZNTZO12A8C13AA7E,Wohär dr Wind wäiht,,203.04934,0,-7.222,1,152.792,Kisha,0.3499061970800659
68,SOPGCJJ12A58A796B7,Volumatic Spacer Device,0.4072330149011048,207.28118,6,-8.337,0,123.007,The Chap,0.457611173992295
69,SOAODBX12AB01829C5,Putt Jhatt Da Gulabi Phull Varga,0.2707759989463275,98.76853,11,-3.423,0,195.755,DJ Vix,0.34425375042218076
70,SOSNAWZ12A6D4F74DF,Namibia,0.0,246.54322,7,-11.912,1,110.873,Ziggy Marley And The Melody Makers,0.5384911275040679
71,SOOLZKK12A58A80000,Unlearn,,210.1024,8,-7.148,0,122.186,Crematorium,0.305093197499329
72,SOFYJDL12A58A7DD52,Vargbrodern Talar,0.5943593657626797,92.76036,4,-6.769,0,163.086,Månegarm,0.41741302397052693
73,SOVNTGC12AB01818F3,Sweet Lady,0.0,271.77751,3,-4.909,1,127.07,Ernest Ranglin / Floyd Lloyd,0.4245078859561901
74,SOHOPYC12AB0188EFC,Forever,,251.61098,1,-9.387,0,89.984,Franco,0.45327023630649965
75,SOQKBQI12AB0182711,3,,465.47546,1,-6.278,1,131.999,Britney Spears,0.6072572795814319
76,SOUZAFY12A8C136709,Sleuthing,0.38393468427870303,140.87791,5,-22.435,0,86.901,Danny Elfman,0.5494459610037913
77,SOHPAVE12A8AE47190,Meet Me in the City,0.6183523886236763,190.06649,7,-14.023,0,129.584,Junior Kimbrough,0.4271229698860146
78,SOJCTES12AB01867CC,Drama  (LP Version),0.2623089972119452,226.0371,1,-4.945,0,143.963,Liquid Gang,0.3327371975770705
79,SOLNEKT12AB0187086,Oh What A Feeling,0.34580223396532944,125.02159,7,-15.036,1,82.461,Everly Brothers,0.4641565035576794
80,SOVGOOO12AB0182D50,So hell mit Klause Duo,0.0,225.59302,11,-7.486,0,83.321,Flowin Immo et Les Freaqz,0.2617301296059692
81,SOBJTHI12A8C133758,Concerto For Saxophone (Quartet Version): Movement IV,,231.10485,0,-14.383,0,176.122,Philip Glass,0.4662243003452983
82,SOBBCFN12A8C13E4D9,Llama y Verás,,209.47546,9,-16.079,1,196.52,Luis Alberto Spinetta,0.4398438541325515
83,SONXKIQ12A8C13292A,Heyya Heyya,,239.80363,10,-5.942,0,88.015,Ramy Ayach,0.32207054698217524
84,SOKQLLS12AB0188EC1,Misty Valley,,155.37587,0,-19.61,1,151.195,Frank Chacksfield & His Orchestra,0.3282376641531046
85,SOIIANJ12AB0184B3E,Sehnsuchtsexpress,,217.20771,5,-11.016,1,90.954,Frl.Menke,0.31006542453762087
86,SOCNBUC12A81C2075A,Come Alive,0.7046497558543723,122.17424,2,-5.218,1,185.453,Agnostic Front,0.5043077259823238
87,SOBBHAH12A6310FF6B,Spitting Games,,229.642,7,-14.848,1,74.576,Snow Patrol,0.667294595643469
88,SOBDENU12CF5465247,Drones,,181.57669,3,-3.696,0,209.141,Rise Against,0.696161109835502
89,SOVPFPD12A8C13921A,Do Your Will (Album Version),0.36560316273784,337.162,0,-4.152,1,105.994,The Rance Allen Group,0.3140117898326241
90,SOHVPTO12A8C138ADF,Check the bomb,0.0,358.89587,5,-5.613,1,123.96,Refractory,0.4412980765062673
91,SOUXAJS12AB0184E3B,System of Play,0.0,381.23057,2,-11.941,1,83.991,Theodor Zox,0.3361063415448203
92,SOQXNQP12A8C134AD7,Trying To Get To Heaven,,320.70485,3,-14.089,1,94.161,Bob Dylan,0.6333399087018368
93,SOCIFIF12A8C1378E5,Birch,,370.02404,5,-13.538,0,243.981,Maximilian Hecker,0.4356840702087019
94,SOWISQE12A6D4F7DBB,Same Old Thing,0.42744657148843085,356.25751,7,-11.893,1,94.557,Albert Collins,0.3956083503166371
95,SOHKKXU12A67ADA08F,Voodoo Doll,0.6708272196006915,263.05261,1,-6.502,1,129.997,Fergie,0.5602055463890734
96,SOVKSAD12A8C142C13,Nerio Compra Una Contestadora,,24.34567,5,-21.978,1,142.453,Los Amigos Invisibles,0.3706798339873494
97,SONUOBX12A8C141070,Killer (Single Version),0.22154865991439518,257.48853,10,-7.762,0,117.988,Seal,0.5800131829395042
98,SOLVAZN12AB017DBAD,Sunset Manifesto,0.0,160.91383,6,-6.103,0,147.934,Flink,0.3569509564248949
99,SOQGGUN12AC4689CF7,From My Hands,0.6386581337361044,241.162,2,-5.056,1,174.424,Salt The Wound,0.44522219768945687
100,SOTKJVT12A6D4FAB59,Tanz,,130.71628,4,-4.689,0,143.126,ZENFU,0.0
101,SOMWSER12AAF3B3B53,Coming Back For More feat. Colin Corvez,,323.60444,4,-11.556,0,120.04,Daniel Paul,0.34729886666752735
102,SORZLQQ12A8C137BB6,Paradise In Your Eyes,,268.61669,0,-7.097,1,130.812,Winston Reedy,0.2899029316087479
103,SOAHPOW12A8C142E38,Isku Pitkästä Ilosta,0.6378288661822131,250.8273,7,-4.535,1,99.995,Korpiklaani,0.5166585807553916
104,SOQRRHL12AB017A67C,The Way I Am,,291.10812,4,-3.353,0,174.731,Eminem,0.8048304278312782
105,SOENOQK12AB01864B9,One More Ride (Digitally Remastered),,120.99873,8,-12.308,1,110.43,Johnny Cash,0.7352088777469941
106,SOMMZQP12AB0186FFE,Can't Help Falling In Love,,190.56281,3,-15.892,1,90.255,Brian Dullaghan,0.15085776244515894
107,SOMLDJP12A6D4FD967,Drunk Driving Tip,0.0,44.93016,4,-15.497,1,59.021,Dezz White,0.25802870378298154
108,SOXSCPE12CF5F88012,Que Vuelvas,,231.75791,2,-7.174,1,123.861,Shakira,0.7172098545666633
109,SOMXLQP12AB018284C,I'm In The Mood For Love,,170.81424,11,-15.383,1,100.366,Roger Williams,0.4179822750090275
110,SOAHNZK12A6D4F79A9,Yesterdays,0.3347065490692206,483.39546,9,-33.045,0,70.256,Gonzalo Rubalcaba,0.34517431863973785
111,SOOBOIA12AAF3B268E,Concertino for Bass Trombone and Trombone Choir,,600.11057,11,-22.54,1,144.252,David Taylor,0.29017466692780897
112,SOPTAMD12A58A7CFF3,De Tha Mai Edo,0.29932044193349444,209.94567,3,-8.318,0,99.98,Domna Kountouri,0.1705924994834402
113,SOFPYLJ12A6D4F843F,Rachel's retribution,,280.86812,11,-15.428,0,118.326,Anne Dudley,0.35199833790961566
114,SOWYFAX12A6D4F7A3D,A Goodnight's Sleep,0.6528783924763947,264.41098,9,-5.011,1,142.069,The Starting Line,0.5363511796557352
115,SOOIZES12AB018A80F,Mui Mal_ Animal,,565.96853,11,-11.531,0,0.0,L.A.V.I,0.2883146802604195
116,SODXUGT12A58A78B78,Cup Horn,0.3603705827121406,344.68526,5,-8.627,0,190.038,TEN MADISON,0.34829519678616305
117,SONZYRS12A8C141A13,Am I That Easy To Forget,,140.38159,2,-13.338,1,117.867,Carl Belew,0.25749632817123713
118,SOWLJJU12A81C2224B,Vitamina,0.37598430150044215,230.00771,10,-6.564,0,108.292,Sonora Carruseles,0.36502643774220844
119,SOVMSTD12A6D4F9840,The Haunting,0.652359289191178,85.9424,11,-5.542,1,212.293,The Misfits,0.550991009240736
120,SOIZQWP12AAF3B51CA,All or Nothin' Gal,0.0,116.92363,0,-7.391,0,188.979,Jessie Lee Miller,0.0
121,SOPAESK12A58A7BA11,Some Kind Of Zombie (Criscoteque Remix),,279.97995,9,-5.934,1,108.351,Audio Adrenaline,0.5162343840837891
122,SOWPSOV12A8C13FFE5,A Veces Hablo De Ti,,322.21995,7,-14.305,0,183.636,Tito Allen,0.25113126654452694
123,SOHBUBB12A3F1ED339,Old Fashioned Baby,0.0,163.10812,5,-10.446,0,116.461,Pee Wee Crayton,0.3143789082552967
124,SOGKLCE12AB0186FDC,Just Say Yes,0.46048484498641545,152.94649,2,-9.428,0,104.231,Dickies,0.4295471219904627
125,SOPQFFJ12AB0183400,Faithkeeper_ Part 1,0.0,532.27057,11,-18.799,0,131.991,David & Steve Gordon,0.18767630092926466
126,SOZEYFC12A58A77E0B,Children Of Love,,204.77342,2,-18.818,1,81.025,Abijah,0.30431073296378
127,SONNDTL12AB0187AC9,Afro Profondo,,178.75546,10,-9.638,0,179.998,Daniela Dessì,0.0
128,SOPILFZ12AC468D188,Lihava enkeli,,163.47383,9,-8.997,1,136.579,Murskahumppa,0.26803783963074496
129,SOHVQGL12AB01810AD,Killing Me Softly With His Song,,310.54322,4,-8.933,0,100.82,CoCo Lee,0.2193695749122827
130,SOKDGJC12AB018BFB9,Girl You Need My Love,,256.20853,4,-17.266,0,175.202,Doniki,0.24978596880634465
131,SOUGUXL12AB0184B76,Love Theme (The Falling In Love),,98.32444,3,-17.806,1,66.882,Burt Bacharach,0.4707902495273688
132,SOMOKFH12A6D4F9EE6,Roller Derby,0.48456252996792964,145.55383,10,-12.824,0,120.427,Leon Russell,0.443708895002134
133,SOZDDPQ12AF72A8BA8,Are You Ever Gonna Love Me?,,232.64608,7,-6.349,0,142.409,Jimmy Wayne,0.4990183984153171
134,SOJOLZE12AC3DFA463,Turn Up The Bass,,271.3073,10,-8.902,0,125.86,Fast Eddie featuring Kool Rock,0.4254545800644876
135,SOLCJWW12A8C137C98,So deep,,380.08118,7,-7.804,1,131.999,Ann Lee,0.34573486616354654
136,SOGGBMU12A8C145B5D,Collecting Dust,0.7123840496888014,204.9824,7,-6.024,1,86.435,Life Long Tragedy,0.38080208884980415
137,SOWHPTY12AB0181D50,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),,223.45098,2,-18.798,1,69.995,Hushabye Baby,0.365514003262653
138,SOABTKM12A8AE4721E,Nothing's Clear (Album Version),0.23365501848515918,202.13506,5,-3.778,1,109.441,Ill Nino,0.5831470220911679
139,SOJVAAE12A8BED74B1,You Must Do Your Best Tonight / I Represent/Animal Crackers,0.0,116.37506,0,-14.639,1,60.778,The Marx Brothers,0.37565282400247096
140,SOHSBLC12AB0183BC9,French Suite: A Paris Thing,,276.50567,3,-28.215,1,89.102,William Goldstein,0.27094070676741144
141,SOELVGK12A8C1337AF,Oh Scat Mix Up,0.4697124313189556,78.21016,10,-3.716,0,124.429,Tim Exile,0.3018470948111364
142,SOQMDPN12AF72A25EE,The Modern World,,150.59546,1,-8.812,1,159.849,The Jam,0.547746274612012
143,SOTPQFM12AB017AC9E,I'm Not A Loser,,89.23383,11,-8.867,1,203.29,Descendents,0.4765593789777819
144,SOPRPES12A8C1372A6,De Paris Un Caballero,,157.962,5,-7.807,1,65.914,Barbarito Diez,0.2663430816204065
145,SOWXSQT12A6D4FC02E,T-Ball and Indian Guides (LP Version),0.21508031850922793,482.21995,5,-11.689,1,112.964,Bill Engvall,0.4515707707543305
146,SONSKRD12A6D4F9439,La Rue Du Babouin,0.5241823720475215,194.24608,7,-16.904,1,105.156,Françoise Hardy - Maurane,0.37384533473395093
147,SOCQEHT12AB017F37F,Big Bounce,0.3277366831778408,272.97914,11,-12.958,0,108.014,David Arkenstone,0.43094204343555065
148,SOWNOXA12AB0184353,Summer Summer,0.6366359710042119,240.79628,4,-5.353,0,136.147,The Almost,0.5815058026864642
149,SOEJBBP12AB017F03E,Bubblin' (Anita Demo),0.0,222.40608,3,-11.502,0,196.45,Camp Lo,0.46119480649396544
150,SOACUYZ12CF54662F1,Couldn't Stand The Weather,,281.05098,1,-9.882,1,121.616,Stevie Ray Vaughan And Double Trouble,0.544257505724526
151,SOXXJWR12AB017F577,In Style,0.0,247.97995,2,-7.436,1,87.373,David Johansen,0.3121908871896026
152,SOGATPI12AC960DCAC,Closin' Moes,0.21508031850922793,253.85751,5,-9.924,1,183.801,Jeff Massanari Trio,0.0
153,SOQQPAX12AB0185375,Portobello Lass,,177.6322,2,-22.55,0,162.993,Harry Lauder,0.2273875691203391
154,SONCTTO12AB0183ED1,Trumansburg Whistle,0.41375242159798564,180.08771,7,-11.826,1,130.831,Gershon Kingsley,0.33560726423970144
155,SONARPL12CF5465254,Reuben James,,167.00036,9,-14.406,1,187.128,Kenny Rogers,0.625428356113374
156,SOGQWTX12AB017FD78,Rock Steady,0.641020289645939,229.58975,7,-8.064,1,102.984,Bad Company,0.48210001892032256
157,SOZVZIO12AB017C39B,Sporable,,141.19138,0,-15.835,1,130.195,Winifred Phillips,0.3278075487299604
158,SOJWIXK12AB018D4B6,The Waiting,0.47405483093120077,145.3971,0,-6.264,0,94.754,Zombina & The Skeletones,0.40948425265569705
159,SOFSDOM12AB01830F1,Grey Skies Turn Blue,0.6455430232748545,183.97995,11,-3.861,1,87.779,MxPx,0.5376756280636735
160,SOEZJIE12A8C1318B7,Wraparound Shades (Album),0.41693446369707027,228.46649,1,-8.394,0,159.784,Zumpano,0.39635775416309527
161,SORKFNI12AB018214B,The Earth Isn't Humming,0.8056913867449513,349.80526,5,-9.454,1,143.59,Thrice,0.5199654792867565
162,SOHUTJL12AB017CFDD,Champion (World),0.0,264.09751,1,-15.991,1,102.015,Davol,0.3449688462152366
163,SOOBQGC12AC468CEAA,Heart Breakin' Blues,,186.64444,11,-14.897,1,139.606,Cannon's Jug Stompers,0.33880017612266716
164,SOQWFLA12AF72A8A63,Year Zero,0.816897459555498,472.39791,3,-6.736,1,121.518,30 Seconds To Mars,0.6770875467122787
165,SOZFKKI12AB018602A,Satisfaction,0.5409358772543155,265.32526,11,-6.145,0,132.974,Who Made Who,0.4636080771270053
166,SONSSZX12AC4687680,I Can't Help Myself,0.0,277.41995,5,-9.998,0,84.955,Tyrone Davis,0.3932151037866921
167,SOTNAWQ12AB01870F4,Autofokus,,231.18322,7,-4.547,1,151.488,K.I.Z.,0.49678301475504805
168,SOZQSIB12AC46881EC,Tango Andorra,,180.45342,0,-15.966,1,106.953,Aimable,0.28775299340534927
169,SOQLJZN12A8C141701,King Jesus Is My Captain,,183.27465,8,-18.697,1,150.405,Birmingham Jubilee Singers,0.0
170,SOAAVJY12A58A8076E,I've Grown Accustomed To His Face I've Grown Accustomed To His Face,,121.25995,2,-15.276,0,35.691,Shelby Flint,0.36287081729544357
171,SOAXFFT12A6D4F7B45,Profound Sound (Take Two Album Version),,59.03628,9,-8.343,1,180.415,Ill Harmonics,0.3568352205100787
172,SODVYMC12A8C139669,She's My Mary,,199.44444,3,-13.987,1,90.814,Lonnie Johnson,0.4048271165593455
173,SOEMZVF12A8C13148C,Livin' In a Strain,0.5033812362063191,231.10485,2,-14.039,1,112.717,Alvin Youngblood Hart,0.34843419690439803
174,SOTTPDC12AB018B6D1,The Little White Cloud That Cried,,132.44036,9,-9.923,1,75.064,The Knightsbridge Strings,0.0
175,SOUXPIR12A81C21E21,Amor que terminó,0.0,179.56526,4,-11.163,1,129.493,Los Solitarios,0.29911257953883963
176,SONLHOH12A8C1359D9,Tell Me What I Want to Hear,0.30416950343527516,141.84444,10,-7.198,1,163.024,The Dils,0.3367449856975357
177,SOHGNJI12AB018217A,Red Sky,,313.7824,2,-9.425,1,137.913,Thrice,0.5199654792867565
178,SOCIKUA12AB0180275,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,,770.35057,0,-18.427,1,92.731,Herbert von Karajan and Turin RAI Symphony Orchestra,0.4641524390532526
179,SOICWAN12A81C21789,Above The Rainbow,0.26586104921065007,208.03873,7,-16.444,1,173.649,Flora Purim,0.34054407953708243
180,SOVJQYF12AB0185B36,Strike While the Iron is Hot,,180.61016,4,-14.422,1,107.008,Kenny Neal,0.3830103278372053
181,SOBEDLB12AB017E86C,Shouther to Shouther (Shoulder to Shoulder),,224.62649,8,-23.214,1,101.029,Harry Lauder,0.2273875691203391
182,SOQYNGM12A6D4F89D8,Prem,0.49985969060686597,425.16853,11,-5.36,1,120.006,Joi,0.36087146537460557
183,SOPXSOJ12A81C209E2,Suicide,0.21508031850922793,170.1873,1,-4.149,0,129.956,Aceyalone,0.4586970132531035
184,SOELGKJ12A58A7CD11,Caribou Lou,0.706000516796879,274.85995,1,-6.696,1,177.942,Tech N9ne,0.49607134662408603
185,SOOYIJN12AB017C168,Day Or Night [Live Album Version],0.30416950343527516,330.73587,4,-8.163,1,93.42,Little Feat,0.4791874922357341
186,SOZIQWL12AB01814C9,El Vino Triste,0.3347065490692206,210.02404,1,-9.737,1,136.835,Los Auténticos Decadentes,0.4078215648614953
187,SOAMBKN12A8C137A71,Wishlist,,235.25832,0,-9.407,1,117.946,Pearl Jam,0.6079718095629023
188,SOEDFNB12A8AE48D1A,Santa Barbara,0.25849644658727194,251.97669,2,-7.378,1,95.044,Chaka Demus & Pliers,0.3999677576589234
189,SOUVEIY12A8C12FCF3,Playboy,,323.18649,1,-12.256,1,97.396,Teena Marie,0.44393019272579715
190,SOIEMSI12AB01802B4,Jugglin' Clown,0.0,485.14567,7,-15.252,1,126.914,Christian Quast,0.25116592509237207
191,SOXRTIF12A8C134238,Things i say,,220.36853,1,-7.91,1,174.014,Wilks,0.08016693866425
192,SOZAMZG12A8C137339,Groovitation (Album Version),0.37598430150044215,371.33016,0,-16.532,1,110.909,Deodato,0.4141964814069906
193,SOOAOFY12A8C13BDEB,Christmas All The Time (Acoustic),0.0,204.14649,7,-11.938,1,80.63,Tom Cochrane,0.3717867334568803
194,SOSYUIY12AB0189FC2,Role Model,0.319565986882865,262.47791,1,-6.53,0,156.084,Steel Pulse,0.5029746364184818
195,SOBJREC12A8C139A10,Virtuosite Musette,,130.06322,7,-8.031,1,230.187,Edouard Duleu,0.2574968040610274
196,SOUPVPL12AB0189B9F,Since The Last Time,0.6090439426773437,218.06975,1,-6.25,1,177.886,ARRESTED DEVELOPMENT,0.4154416558236922
197,SOFLGMJ12AB01885F6,Michelle (LP Version),,309.91628,4,-15.806,0,95.523,Bela Fleck And The Flecktones,0.27236462632552966
198,SOJINJO12A8C13C8C9,We´ve Only Just Begun,,246.46485,9,-11.313,1,181.187,Bitty McLean,0.3871137653888301
199,SOHYLEY12A8C13F20D,Porque Nos Queremos,0.26695518627553855,212.53179,4,-6.159,0,100.232,Los Chichos,0.4205703072083738
200,SOGMLLJ12A8AE46BA4,Obvious ( LP Version ),,355.63057,5,-7.938,1,92.729,Jane's Addiction,0.5351630421238075
201,SOJNSEO12AB01818F8,Frei zu sein,,260.5971,0,-6.44,1,146.103,In Extremo,0.4473304871718775
202,SODHXXN12AC46899D2,Grown & Sexy,,203.31057,7,-10.629,1,155.023,DJ Omega,0.3283773050854491
203,SOGTNRF12AB0186035,Grustnaja,0.23962909777363708,222.64118,5,-7.381,1,140.033,Markscheider Kunst,0.4464456618279216
204,SOTCGFW12A6D4F3B84,Epaule tattoo (Live 1989),,288.49587,7,-8.534,1,132.794,Étienne Daho,0.43454194621814923
